stop_lat,zone_id,stop_lon,stop_id,stop_desc,stop_name,location_type,stop_code
38.742946,,-90.370706,14752,FAR SIDE LAMBERT INTL  BLVD @ AIRFD SVC RD EB,LAMBERT INTL  BLVD @ AIRFD SVC RD EB,0,14752
38.592869,,-90.319436,14753,,SHREWSBURY METROLINK STATION,0,14753
38.612585,,-90.322912,4217,FAR SIDE BIG BEND BLVD @ MANCHESTER RD NB,BIG BEND BLVD @ MANCHESTER RD NB,0,4217
38.598493,,-90.329426,4210,FAR SIDE BIG BEND BLVD @ LENOX AVE NB,BIG BEND BLVD @ LENOX AVE NB,0,4210
38.60938,,-90.32355,4213,NEAR SIDE BIG BEND BLVD @ FLORA AVE NB,BIG BEND BLVD @ FLORA AVE NB,0,4213
38.61524,,-90.32232,4218,FAR SIDE BIG BEND BLVD @ LOHMEYER AVE NB,BIG BEND BLVD @ LOHMEYER AVE NB,0,4218
38.59792,,-90.4064,5577,FAR SIDE KIRKWOOD RD @ SARAH SB,KIRKWOOD RD @ SARAH SB,0,5577
38.600856,,-90.406408,5576,NEAR SIDE LINDBERGH @ MANCHESTER SB,LINDBERGH @ MANCHESTER SB,0,5576
38.642956,,-90.405769,5575,FAR SIDE LINDBERGH @ GERMAN BLVD SB,LINDBERGH @ GERMAN BLVD SB,0,5575
38.657889,,-90.405428,5572,MID-BLOCK LINDBERGH @ 245 N LINDBERGH SB,LINDBERGH @ 245 N LINDBERGH SB,0,5572
38.66215,,-90.40535,5571,FAR SIDE LINDBERGH @ TEALBROOK DR SB,LINDBERGH @ TEALBROOK DR SB,0,5571
38.534466,,-90.286002,3968,NEAR SIDE LEMAY FERRY RD @ BOBRING AVE NB,LEMAY FERRY RD @ BOBRING AVE NB,0,3968
38.597282,,-90.217694,14470,NEAR SIDE LEMP AVE @ ARSENAL ST SB,LEMP AVE @ ARSENAL ST SB,0,14470
38.625931,,-90.263912,5128,FAR SIDE MANCHESTER AVE @ KINGSHIGHWAY EB,MANCHESTER AVE @ KINGSHIGHWAY EB,0,5128
38.557222,,-90.278562,3269,FAR SIDE GERMANIA ST @ SHARP AVE NB,GERMANIA ST @ SHARP AVE NB,0,3269
38.541117,,-89.983626,11223,NEAR SIDE N ILLINOIS ST (IL ROUTE 159) @ E FULLERTON RD NB,N ILLINOIS ST (IL ROUTE 159) @ E FULLERTON RD NB,0,11223
38.539181,,-89.9835,11222,NEAR SIDE N ILLINOIS ST (IL ROUTE 159) @ SMELTING WORKS RD NB,N ILLINOIS ST (IL ROUTE 159) @ SMELTING WORKS RD NB,0,11222
38.516368,,-89.972703,11221,FAR SIDE E B ST @ N PENNSYLVANIA AVE WB,E B ST @ N PENNSYLVANIA AVE WB,0,11221
38.51714,,-89.971644,11220,NEAR SIDE E B ST @ N VIRGINIA AVE WB,E B ST @ N VIRGINIA AVE WB,0,11220
38.67474,,-90.309023,16198,FAR SIDE FERGUSON AVE @ PAGE NB,FERGUSON AVE @ PAGE NB,0,16198
38.640011,,-90.35751,16199,FAR SIDE CLAYTON RD @ MCKNIGHT RD EB,CLAYTON RD @ MCKNIGHT RD EB,0,16199
38.742181,,-90.469711,16195,FAR SIDE EARTH CITY EXPY @ PRICHARD FARM EB,EARTH CITY EXPY @ PRICHARD FARM EB,0,16195
38.664751,,-90.214347,16196,NEAR SIDE KOSSUTH AVE @ GRAND EB,KOSSUTH AVE @ GRAND EB,0,16196
38.664902,,-90.214254,16197,FAR SIDE KOSSUTH AVE @ GRAND WB,KOSSUTH AVE @ GRAND WB,0,16197
38.761399,,-90.36357,16190,FAR SIDE MCDONNELL BLVD @ BYASSEE NB,MCDONNELL BLVD @ BYASSEE NB,0,16190
38.684572,,-90.230081,16191,FAR SIDE W FLORISSANT AVE @ I-70 RAMP NB,W FLORISSANT AVE @ I-70 RAMP NB,0,16191
38.671718,,-90.331713,16192,NEAR SIDE N HANLEY RD @ OLIVE SB,N HANLEY RD @ OLIVE SB,0,16192
38.54352,,-89.939865,11928,FAR SIDE LEBANON AVE @ SIERRA DR WB,LEBANON AVE @ SIERRA DR WB,0,11928
38.351019,,-90.150913,12322,NEAR SIDE N MARKET ST @ PLAZA DR SB,N MARKET ST @ PLAZA DR SB,0,12322
38.799792,,-90.331733,6106,FAR SIDE LINDBERGH @ PATTERSON EB,LINDBERGH @ PATTERSON EB,0,6106
38.805151,,-90.352865,6105,FAR SIDE CHARBONIER RD @ PAUL SB,CHARBONIER RD @ PAUL SB,0,6105
38.806129,,-90.354559,6104,FAR SIDE CHARBONIER RD @ LAWSON SCHOOL SB,CHARBONIER RD @ LAWSON SCHOOL SB,0,6104
38.807993,,-90.357533,6103,NEAR SIDE CHARBONIER RD @ RAYMOND SB,CHARBONIER RD @ RAYMOND SB,0,6103
38.812762,,-90.349514,6101,NEAR SIDE SHACKELFORD RD @ TEAKWOOD MANOR SB,SHACKELFORD RD @ TEAKWOOD MANOR SB,0,6101
38.791926,,-90.333945,6100,NEAR SIDE ST FERDINAND ST @ ST MARIE NB,ST FERDINAND ST @ ST MARIE NB,0,6100
38.53703,,-89.863328,10932,FAR SIDE E WINTERS ST @ POW-MIA ST WB,E WINTERS ST @ POW-MIA ST WB,0,10932
38.669112,,-90.234709,9119,NEAR SIDE NATURAL BRIDGE AVE @ CLARENCE WB,NATURAL BRIDGE AVE @ CLARENCE WB,0,9119
38.662666,,-90.220021,9111,NEAR SIDE NATURAL BRIDGE AVE @ PRAIRIE WB,NATURAL BRIDGE AVE @ PRAIRIE WB,0,9111
38.664737,,-90.224754,9113,NEAR SIDE NATURAL BRIDGE AVE @ WARNE WB,NATURAL BRIDGE AVE @ WARNE WB,0,9113
38.663688,,-90.222326,9112,NEAR SIDE NATURAL BRIDGE AVE @ VANDEVENTER WB,NATURAL BRIDGE AVE @ VANDEVENTER WB,0,9112
38.666378,,-90.22843,9115,NEAR SIDE NATURAL BRIDGE AVE @ FAIR WB,NATURAL BRIDGE AVE @ FAIR WB,0,9115
38.567957,,-90.275291,9442,NEAR SIDE MORGANFORD RD @ ALMA NB,MORGANFORD RD @ ALMA NB,0,9442
38.667919,,-90.232017,9117,FAR SIDE NATURAL BRIDGE AVE @ RED BUD WB,NATURAL BRIDGE AVE @ RED BUD WB,0,9117
38.521946,,-90.209687,12284,NEAR SIDE N MAIN ST @ GODIN AVE SB,N MAIN ST @ GODIN AVE SB,0,12284
38.519539,,-90.210727,12286,NEAR SIDE N MAIN ST @ LINDEMANN AVE SB,N MAIN ST @ LINDEMANN AVE SB,0,12286
38.517523,,-90.210989,12287,NEAR SIDE S MAIN ST @ 201 S MAIN ST SB,S MAIN ST @ 201 S MAIN ST SB,0,12287
38.535199,,-90.203431,12280,NEAR SIDE N MAIN ST @ LIME ST SB,N MAIN ST @ LIME ST SB,0,12280
38.526607,,-90.207551,12281,NEAR SIDE N MAIN ST @ MCCLURE AVE SB,N MAIN ST @ MCCLURE AVE SB,0,12281
38.524254,,-90.208648,12283,NEAR SIDE N MAIN ST @ MOUSETTE  AVE SB,N MAIN ST @ MOUSETTE  AVE SB,0,12283
38.515488,,-90.210603,12288,MID-BLOCK S MAIN ST @ 315 S MAIN ST SB,S MAIN ST @ 315 S MAIN ST SB,0,12288
38.514452,,-90.209727,12289,NEAR SIDE S MAIN ST @ S 5TH ST SB,S MAIN ST @ S 5TH ST SB,0,12289
38.548237,,-89.921379,11923,NEAR SIDE LEBANON AVE @ EAGLES LANDING DR WB,LEBANON AVE @ EAGLES LANDING DR WB,0,11923
38.552662,,-90.25235,14957,FAR SIDE LOUGHBOROUGH AVE @ S BROADWAY WB,LOUGHBOROUGH AVE @ S BROADWAY WB,0,14957
38.520361,,-89.976022,14223,NEAR SIDE SCHEEL ST @ BENTON ST EB,SCHEEL ST @ BENTON ST EB,0,14223
38.645127,,-90.25693,8023,NEAR SIDE TAYLOR AVE @ PERSHING NB,TAYLOR AVE @ PERSHING NB,0,8023
38.59235,,-89.914145,14224,FAR SIDE W STATE ST @ N OAK ST WB,W STATE ST @ N OAK ST WB,0,14224
38.633098,,-90.2604,8532,FAR SIDE CLAYTON AVE @ TAYLOR AVE WB,CLAYTON AVE @ TAYLOR AVE WB,0,8532
38.555848,,-90.257703,14953,FAR SIDE LOUGHBOROUGH AVE @ ALABAMA EB,LOUGHBOROUGH AVE @ ALABAMA EB,0,14953
38.642247,,-90.257902,8021,NEAR SIDE TAYLOR AVE @ LINDELL NB,TAYLOR AVE @ LINDELL NB,0,8021
38.616763,,-90.127009,12820,FAR SIDE N 25TH ST @ STATE ST NB,N 25TH ST @ STATE ST NB,0,12820
38.650278,,-90.253261,8027,FAR SIDE TAYLOR AVE @ DELMAR NB,TAYLOR AVE @ DELMAR NB,0,8027
38.721174,,-90.452974,13488,FAR SIDE BENNINGTON PL @ AMELING SB,BENNINGTON PL @ AMELING SB,0,13488
38.630488,,-90.492974,4868,FAR SIDE CLAYTON RD @ WOODFIELD ESTATES DR EB,CLAYTON RD @ WOODFIELD ESTATES DR EB,0,4868
38.63062,,-90.491229,4869,NEAR SIDE CLAYTON RD @ CHATSWORTH PLACE DR EB,CLAYTON RD @ CHATSWORTH PLACE DR EB,0,4869
38.651653,,-90.263765,2019,FAR SIDE DELMAR BLVD @ KINGSHIGHWAY BLVD WB,DELMAR BLVD @ KINGSHIGHWAY BLVD WB,0,2019
38.619479,,-90.125396,12822,NEAR SIDE N 25TH ST @ SUMMIT AVE NB,N 25TH ST @ SUMMIT AVE NB,0,12822
38.623889,,-90.515322,4862,FAR SIDE CLAYTON RD @ WOODS MILL RD EB,CLAYTON RD @ WOODS MILL RD EB,0,4862
38.647768,,-90.247661,2014,NEAR SIDE DELMAR BLVD @ PENDLETON AVE WB,DELMAR BLVD @ PENDLETON AVE WB,0,2014
38.65115,,-90.25737,2017,NEAR SIDE DELMAR BLVD @ WALTON AVE WB,DELMAR BLVD @ WALTON AVE WB,0,2017
38.620789,,-90.124613,12823,NEAR SIDE N 25TH ST @ ST CLAIR AVE NB,N 25TH ST @ ST CLAIR AVE NB,0,12823
38.644489,,-90.240185,2011,MID-BLOCK DELMAR BLVD @ 3965 DELMAR BLVD WB,DELMAR BLVD @ 3965 DELMAR BLVD WB,0,2011
38.629951,,-90.496946,4867,NEAR SIDE CLAYTON RD @ TEMPLETON PL EB,CLAYTON RD @ TEMPLETON PL EB,0,4867
38.68607,,-90.220641,13487,,BROADWAY-TAYLOR LOOP,0,13487
38.645556,,-90.242606,2012,FAR SIDE DELMAR BLVD @ SARAH ST WB,DELMAR BLVD @ SARAH ST WB,0,2012
38.72328,,-90.27675,14101,NEAR SIDE LUCAS-HUNT RD @ JENWOOD AVE NB,LUCAS-HUNT RD @ JENWOOD AVE NB,0,14101
38.720956,,-90.278454,14100,NEAR SIDE LUCAS-HUNT RD @ EUNICE AVE NB,LUCAS-HUNT RD @ EUNICE AVE NB,0,14100
38.682669,,-90.299076,14102,FAR SIDE ST CHARLES ROCK RD @ LULU WB,ST CHARLES ROCK RD @ LULU WB,0,14102
38.718326,,-90.280421,14104,NEAR SIDE LUCAS-HUNT RD @ EAGLE VALLEY DR NB,LUCAS-HUNT RD @ EAGLE VALLEY DR NB,0,14104
38.587926,,-90.043477,13157,NEAR SIDE IL 161 @ CARTER WATERS COMPANY SB,IL 161 @ CARTER WATERS COMPANY SB,0,13157
38.584679,,-90.041179,13156,NEAR SIDE IL 161 @ LEBANON RD SB,IL 161 @ LEBANON RD SB,0,13156
38.586467,,-90.044726,13154,NEAR SIDE LEBANON  RD @ CARPENTER UNION WB,LEBANON  RD @ CARPENTER UNION WB,0,13154
38.58755,,-90.045658,13153,NEAR SIDE LEBANON  RD @ WEOST BOUL DR WB,LEBANON  RD @ WEOST BOUL DR WB,0,13153
38.588339,,-90.049269,13152,FAR SIDE LEBANON  RD @ N WOODCREST DR WB,LEBANON  RD @ N WOODCREST DR WB,0,13152
38.58756,,-90.05362,13150,FAR SIDE LEBANON  RD @ HILLTOP PL WB,LEBANON  RD @ HILLTOP PL WB,0,13150
38.587808,,-90.04291,13159,NEAR SIDE IL ROUTE 161 @ CARTER WATERS CO NB,IL ROUTE 161 @ CARTER WATERS CO NB,0,13159
38.591003,,-90.045545,13158,NEAR SIDE IL 161 @ FRENCH VILLAGE IND PARK SB,IL 161 @ FRENCH VILLAGE IND PARK SB,0,13158
38.629106,,-90.137228,10599,,EMERSON PARK METROLINK STATION,0,10599
38.600044,,-90.233498,9034,NEAR SIDE GRAVOIS AVE @ MINNESOTA EB,GRAVOIS AVE @ MINNESOTA EB,0,9034
38.604646,,-90.223382,9039,NEAR SIDE GRAVOIS AVE @ JEFFERSON EB,GRAVOIS AVE @ JEFFERSON EB,0,9039
38.569489,,-90.273908,9443,NEAR SIDE MORGANFORD RD @ HOLLY HILLS NB,MORGANFORD RD @ HOLLY HILLS NB,0,9443
38.554499,,-90.16701,12990,NEAR SIDE CAMP JACKSON RD @ KENNETH AVE SB,CAMP JACKSON RD @ KENNETH AVE SB,0,12990
38.552826,,-90.165106,12991,NEAR SIDE CAMP JACKSON RD @ LAZARCHEFF DR SB,CAMP JACKSON RD @ LAZARCHEFF DR SB,0,12991
38.548657,,-90.157074,12992,NEAR SIDE CAMP JACKSON RD @ POPLAR ST EB,CAMP JACKSON RD @ POPLAR ST EB,0,12992
38.549169,,-90.155022,12993,NEAR SIDE CAMP JACKSON RD @ LOUISE AVE EB,CAMP JACKSON RD @ LOUISE AVE EB,0,12993
38.549714,,-90.151938,12994,NEAR SIDE CAMP JACKSON RD @ JEROME LN EB,CAMP JACKSON RD @ JEROME LN EB,0,12994
38.550712,,-90.145561,12996,NEAR SIDE CAMP JACKSON RD @ LLOYD AVE EB,CAMP JACKSON RD @ LLOYD AVE EB,0,12996
38.550642,,-90.139411,12997,NEAR SIDE CAMP JACKSON RD@ DELANO DR EB,CAMP JACKSON RD@ DELANO DR EB,0,12997
38.550494,,-90.137535,12998,FAR SIDE CAMP JACKSON RD @ HELEN CT EB,CAMP JACKSON RD @ HELEN CT EB,0,12998
38.550238,,-90.134608,12999,NEAR SIDE CAMP JACKSON RD @ DELORES DR EB,CAMP JACKSON RD @ DELORES DR EB,0,12999
38.795295,,-90.301617,1340,FAR SIDE WATERFORD DR @ PARKER SB,WATERFORD DR @ PARKER SB,0,1340
38.506737,,-89.973847,15418,FAR SIDE E MCKINLEY ST @ ANNEX ST EB,E MCKINLEY ST @ ANNEX ST EB,0,15418
38.696103,,-90.382687,6928,FAR SIDE LACKLAND RD @ BRYANT WB,LACKLAND RD @ BRYANT WB,0,6928
38.69916,,-90.378353,6925,NEAR SIDE LACKLAND RD @ BROADMOOR SB,LACKLAND RD @ BROADMOOR SB,0,6925
38.506775,,-89.978859,15415,FAR SIDE E MCKINLEY ST @ FREEBURG AVE EB,E MCKINLEY ST @ FREEBURG AVE EB,0,15415
38.506722,,-89.976868,15416,NEAR SIDE E MCKINLEY ST @ CAROLINE ST EB,E MCKINLEY ST @ CAROLINE ST EB,0,15416
38.506727,,-89.975722,15417,NEAR SIDE E MCKINLEY ST @ ANN ST EB,E MCKINLEY ST @ ANN ST EB,0,15417
38.503125,,-89.994094,15410,FAR SIDE STATE ST @ S BELT W NB,STATE ST @ S BELT W NB,0,15410
38.508707,,-89.986729,15411,FAR SIDE W MONROE ST @ S 2ND ST EB,W MONROE ST @ S 2ND ST EB,0,15411
38.508698,,-89.984449,15412,NEAR SIDE W MONROE ST @ S ILLINOIS ST EB,W MONROE ST @ S ILLINOIS ST EB,0,15412
38.700846,,-90.373368,6922,FAR SIDE LACKLAND RD @ GASS WB,LACKLAND RD @ GASS WB,0,6922
38.523741,,-90.401204,7714,MID-BLOCK GRAVOIS RD @ WEBER HILL RD WB,GRAVOIS RD @ WEBER HILL RD WB,0,7714
38.516606,,-90.430387,7716,FAR SIDE GRAVOIS RD @ WATSON RD WB,GRAVOIS RD @ WATSON RD WB,0,7716
38.661081,,-90.289374,8374,NEAR SIDE HAMILTON AVE @ MAPLE NB,HAMILTON AVE @ MAPLE NB,0,8374
38.662089,,-90.289221,8375,NEAR SIDE HAMILTON AVE @ HORTON PLACE NB,HAMILTON AVE @ HORTON PLACE NB,0,8375
38.659048,,-90.289716,8372,NEAR SIDE HAMILTON AVE @ CABANNE NB,HAMILTON AVE @ CABANNE NB,0,8372
38.656925,,-90.290104,8370,NEAR SIDE HAMILTON AVE @ CLEMENS NB,HAMILTON AVE @ CLEMENS NB,0,8370
38.665734,,-90.287953,8378,FAR SIDE HAMILTON AVE @ PLYMOUTH NB,HAMILTON AVE @ PLYMOUTH NB,0,8378
38.666839,,-90.287162,8379,NEAR SIDE HAMILTON AVE @ JULIAN NB,HAMILTON AVE @ JULIAN NB,0,8379
38.690256,,-90.248029,6325,NEAR SIDE LILLIAN AVE @ UNION SB,LILLIAN AVE @ UNION SB,0,6325
38.567393,,-90.475445,9800,NEAR SIDE BIG BEND RD @ DOUGHERTY FERRY RD WB,BIG BEND RD @ DOUGHERTY FERRY RD WB,0,9800
38.577177,,-90.241856,4008,FAR SIDE VIRGINIA AVE @ OSCEOLA ST NB,VIRGINIA AVE @ OSCEOLA ST NB,0,4008
38.566986,,-90.245249,4001,NEAR SIDE VIRGINIA AVE @ EICHELBERGER ST NB,VIRGINIA AVE @ EICHELBERGER ST NB,0,4001
38.648359,,-90.226226,13713,FAR SIDE CASS AVE @ GRAND WB,CASS AVE @ GRAND WB,0,13713
38.648128,,-90.226209,13712,NEAR SIDE CASS AVE @ GRAND EB,CASS AVE @ GRAND EB,0,13712
38.673718,,-90.348834,13715,NEAR SIDE 82ND BLVD @ OLIVE BLVD SB,82ND BLVD @ OLIVE BLVD SB,0,13715
38.570569,,-90.244094,4005,NEAR SIDE VIRGINIA AVE @ LIBERTY ST NB,VIRGINIA AVE @ LIBERTY ST NB,0,4005
38.573378,,-90.243108,4006,NEAR SIDE VIRGINIA AVE @ MT PLEASANT ST NB,VIRGINIA AVE @ MT PLEASANT ST NB,0,4006
38.57427,,-90.242804,4007,NEAR SIDE VIRGINIA AVE @ TAFT AVE NB,VIRGINIA AVE @ TAFT AVE NB,0,4007
38.537966,,-90.282576,3971,FAR SIDE LEMAY FERRY RD @ HOFFMEISTER AVE NB,LEMAY FERRY RD @ HOFFMEISTER AVE NB,0,3971
38.536755,,-90.283772,3970,FAR SIDE LEMAY FERRY RD @ ORIENT AVE NB,LEMAY FERRY RD @ ORIENT AVE NB,0,3970
38.540719,,-90.279963,3973,NEAR SIDE LEMAY FERRY RD @ BAYLESS AVE NB,LEMAY FERRY RD @ BAYLESS AVE NB,0,3973
38.54221,,-90.276393,3975,NEAR SIDE LEMAY FERRY RD @ FANNIE AVE NB,LEMAY FERRY RD @ FANNIE AVE NB,0,3975
38.545726,,-90.270255,3979,FAR SIDE ALABAMA AVE @ MARCEAU ST NB,ALABAMA AVE @ MARCEAU ST NB,0,3979
38.544584,,-90.271661,3978,NEAR SIDE LEMAY FERRY RD @ RIVER CITY CASINO DR NB,LEMAY FERRY RD @ RIVER CITY CASINO DR NB,0,3978
38.749495,,-90.293624,3628,NEAR SIDE CHAMBERS RD @ COPPINGER DR WB,CHAMBERS RD @ COPPINGER DR WB,0,3628
38.749483,,-90.281671,3621,NEAR SIDE CHAMBERS RD @ FLORIDALE AVE WB,CHAMBERS RD @ FLORIDALE AVE WB,0,3621
38.749607,,-90.279593,3620,NEAR SIDE CHAMBERS RD @ W FLORISSANT AVE WB,CHAMBERS RD @ W FLORISSANT AVE WB,0,3620
38.749542,,-90.283612,3622,FAR SIDE CHAMBERS RD @ DELLWOOD DR WB,CHAMBERS RD @ DELLWOOD DR WB,0,3622
38.749522,,-90.287875,3625,FAR SIDE CHAMBERS RD @ ARGENT AVE WB,CHAMBERS RD @ ARGENT AVE WB,0,3625
38.749462,,-90.289698,3626,FAR SIDE CHAMBERS RD @ DAY DR WB,CHAMBERS RD @ DAY DR WB,0,3626
38.523318,,-90.001683,11410,NEAR SIDE N 17TH ST @ W H ST NB,N 17TH ST @ W H ST NB,0,11410
38.524746,,-90.001685,11411,NEAR SIDE N 17TH ST @ W J ST NB,N 17TH ST @ W J ST NB,0,11411
38.526455,,-90.001767,11412,FAR SIDE N 17TH ST @ KINGSBURY DR NB,N 17TH ST @ KINGSBURY DR NB,0,11412
38.528324,,-90.001708,11413,MID-BLOCK N 17TH ST @ 1106 N 17TH ST NB,N 17TH ST @ 1106 N 17TH ST NB,0,11413
38.529876,,-90.001732,11414,FAR SIDE N 17TH ST @ META DR NB,N 17TH ST @ META DR NB,0,11414
38.531714,,-90.001744,11415,NEAR SIDE N 17TH ST @ ST CLAIR LAKE DR NB,N 17TH ST @ ST CLAIR LAKE DR NB,0,11415
38.533365,,-90.001733,11416,MID-BLOCK N 17TH ST @ 1420 N 17TH ST NB,N 17TH ST @ 1420 N 17TH ST NB,0,11416
38.534048,,-90.000756,11417,NEAR SIDE MORGAN ST @ N 16TH ST EB,MORGAN ST @ N 16TH ST EB,0,11417
38.534028,,-89.99793,11418,FAR SIDE MORGAN ST @ LAKE FRONT DR EB,MORGAN ST @ LAKE FRONT DR EB,0,11418
38.534006,,-89.996923,11419,FAR SIDE MORGAN ST @ CASEYVILLE AVE EB,MORGAN ST @ CASEYVILLE AVE EB,0,11419
38.643552,,-90.186567,6446,FAR SIDE BROADWAY @ BROOKLYN SB,BROADWAY @ BROOKLYN SB,0,6446
38.635573,,-90.185607,15790,FAR SIDE 3RD ST @ BIDDLE NB,3RD ST @ BIDDLE NB,0,15790
38.576537,,-90.368169,4479,FAR SIDE BIG BEND BLVD @ ROCK HILL RD WB,BIG BEND BLVD @ ROCK HILL RD WB,0,4479
38.626551,,-90.188119,13362,NEAR SIDE 4TH ST @ PINE NB,4TH ST @ PINE NB,0,13362
38.58019,,-90.36289,4476,NEAR SIDE BIG BEND BLVD @ GRAY AVE WB,BIG BEND BLVD @ GRAY AVE WB,0,4476
38.641142,,-90.18613,6447,NEAR SIDE BROADWAY @ MULLANPHY SB,BROADWAY @ MULLANPHY SB,0,6447
38.646078,,-90.187351,6444,FAR SIDE BROADWAY @ TYLER SB,BROADWAY @ TYLER SB,0,6444
38.701341,,-90.443542,2468,FAR SIDE WESTPORT PLAZA DR @ WESTLINE INDUSTRIAL WB,WESTPORT PLAZA DR @ WESTLINE INDUSTRIAL WB,0,2468
38.70296,,-90.252713,6312,FAR SIDE THELKA AVE @ RIVERVIEW SB,THELKA AVE @ RIVERVIEW SB,0,6312
38.701683,,-90.251579,6313,NEAR SIDE THELKA AVE @ GILMORE SB,THELKA AVE @ GILMORE SB,0,6313
38.518572,,-90.004064,12141,FAR SIDE W MAIN ST @ S 18TH ST SB,W MAIN ST @ S 18TH ST SB,0,12141
38.519327,,-90.005414,12140,NEAR SIDE W MAIN ST @ S 19TH ST SB,W MAIN ST @ S 19TH ST SB,0,12140
38.69927,,-90.249509,6316,NEAR SIDE THELKA AVE @ PLOVER SB,THELKA AVE @ PLOVER SB,0,6316
38.698296,,-90.248654,6317,FAR SIDE THEKLA AVE @ THRUSH SB,THEKLA AVE @ THRUSH SB,0,6317
38.700887,,-90.250874,6314,NEAR SIDE THEKLA AVE @ ROBIN SB,THEKLA AVE @ ROBIN SB,0,6314
38.517062,,-90.001133,12144,NEAR SIDE W MAIN ST @ N 15TH ST SB,W MAIN ST @ N 15TH ST SB,0,12144
38.514596,,-89.995836,12149,NEAR SIDE W MAIN ST @ S 9TH ST SB,W MAIN ST @ S 9TH ST SB,0,12149
38.515001,,-89.996701,12148,NEAR SIDE W MAIN ST @ S 10TH ST SB,W MAIN ST @ S 10TH ST SB,0,12148
38.763186,,-90.25875,10129,FAR SIDE HALLS FERRY RD @ OLD MANOR RD SB,HALLS FERRY RD @ OLD MANOR RD SB,0,10129
38.600872,,-90.207237,9308,NEAR SIDE 7TH ST @ SIDNEY SB,7TH ST @ SIDNEY SB,0,9308
38.598653,,-90.208316,9309,FAR SIDE BROADWAY @ LYNCH SB,BROADWAY @ LYNCH SB,0,9309
38.633999,,-90.260107,8531,NEAR SIDE TAYLOR AVE @ MCKINLEY SB,TAYLOR AVE @ MCKINLEY SB,0,8531
38.607713,,-90.202332,9304,FAR SIDE 7TH ST @ GEYER SB,7TH ST @ GEYER SB,0,9304
38.622022,,-90.522707,10122,FAR SIDE CLAYTON RD @ HENRY AVE EB,CLAYTON RD @ HENRY AVE EB,0,10122
38.604391,,-90.204732,9306,NEAR SIDE 7TH ST @ SHENANDOAH SB,7TH ST @ SHENANDOAH SB,0,9306
38.736654,,-90.215075,10432,FAR SIDE LILAC DR @ SCRANTON AVE NB,LILAC DR @ SCRANTON AVE NB,0,10432
38.609672,,-90.200574,9302,NEAR SIDE 7TH ST @ LAFAYETTE SB,7TH ST @ LAFAYETTE SB,0,9302
38.623496,,-90.51647,10124,FAR SIDE CLAYTON RD @ LAMP AND LANTERN VLG EB,CLAYTON RD @ LAMP AND LANTERN VLG EB,0,10124
38.590987,,-90.304764,8968,FAR SIDE CHIPPEWA ST @ LANSDOWNE EB,CHIPPEWA ST @ LANSDOWNE EB,0,8968
38.590721,,-90.305773,8962,FAR SIDE CHIPPEWA @ LANSDOWNE WB,CHIPPEWA @ LANSDOWNE WB,0,8962
38.591833,,-90.303452,8961,FAR SIDE CHIPPEWA ST @ DONOVAN WB,CHIPPEWA ST @ DONOVAN WB,0,8961
38.730727,,-90.301882,5847,FAR SIDE S FLORISSANT RD @ BROTHERTON SB,S FLORISSANT RD @ BROTHERTON SB,0,5847
38.590406,,-90.305905,8967,NEAR SIDE CHIPPEWA @ IVANHOE EB,CHIPPEWA @ IVANHOE EB,0,8967
38.647987,,-90.255165,8005,FAR SIDE TAYLOR AVE @ OLIVE SB,TAYLOR AVE @ OLIVE SB,0,8005
38.732671,,-90.301737,5846,FAR SIDE S FLORISSANT RD @ FAIRVIEW SB,S FLORISSANT RD @ FAIRVIEW SB,0,5846
38.631797,,-90.192296,1644,FAR SIDE 9TH ST @ LUCAS NB,9TH ST @ LUCAS NB,0,1644
38.629372,,-90.193169,1642,NEAR SIDE 9TH ST @ LOCUST ST NB,9TH ST @ LOCUST ST NB,0,1642
38.634757,,-90.191235,1648,NEAR SIDE 9TH ST @ COLE NB,9TH ST @ COLE NB,0,1648
38.606414,,-90.375205,4987,FAR SIDE MANCHESTER RD @ ODAY RD WB,MANCHESTER RD @ ODAY RD WB,0,4987
38.629882,,-90.258091,8535,NEAR SIDE CHOUTEAU AVE @ NEWSTEAD EB,CHOUTEAU AVE @ NEWSTEAD EB,0,8535
38.591673,,-90.346229,2808,FAR SIDE LOCKWOOD AVE @ PLYMOUTH AVE WB,LOCKWOOD AVE @ PLYMOUTH AVE WB,0,2808
38.591817,,-90.347434,2809,NEAR SIDE LOCKWOOD AVE @ JOY AVE WB,LOCKWOOD AVE @ JOY AVE WB,0,2809
38.591449,,-90.329924,2802,NEAR SIDE MURDOCH AVE @ ST MICHAEL WB,MURDOCH AVE @ ST MICHAEL WB,0,2802
38.591506,,-90.332971,2803,FAR SIDE MURDOCH AVE @ WILSHUSEN AVE WB,MURDOCH AVE @ WILSHUSEN AVE WB,0,2803
38.590925,,-90.324582,2800,NEAR SIDE MURDOCH AVE @ DANBURY WB,MURDOCH AVE @ DANBURY WB,0,2800
38.591166,,-90.327656,2801,FAR SIDE MURDOCH AVE @ SHREWSBURY WB,MURDOCH AVE @ SHREWSBURY WB,0,2801
38.591394,,-90.34346,2807,FAR SIDE LOCKWOOD AVE @ BOMPART AVE WB,LOCKWOOD AVE @ BOMPART AVE WB,0,2807
38.591483,,-90.338932,2805,FAR SIDE BIG BEND BLVD @ S OLD ORCHARD AVE WB,BIG BEND BLVD @ S OLD ORCHARD AVE WB,0,2805
